RA,NOME,GENERO,ANO_INGRESSO,CF_2022,CG_2022,CT_2022,DEFASAGEM_2022,DEFASAGEM_2023,DEFASAGEM_2024,DESTAQUE_IDA_2022,DESTAQUE_IEG_2022,DESTAQUE_IPV_2022,ESCOLA_2024,FASE_2022,FASE_2023,FASE_2024,FASE_IDEAL_2022,FASE_IDEAL_2023,FASE_IDEAL_2024,IAA_2022,IAA_2023,IAA_2024,IAN_2022,IAN_2023,IAN_2024,IDA_2022,IDA_2023,IDA_2024,IDADE_2022,IDADE_2023,IDADE_2024,IEG_2022,IEG_2023,IEG_2024,INDE_2022,INDE_2023,INDE_2024,INDICADO_BOLSA_2022,INSTITUICAO_ENSINO_2022,INSTITUICAO_ENSINO_2023,INSTITUICAO_ENSINO_2024,IPP_2023,IPP_2024,IPS_2022,IPS_2023,IPS_2024,IPV_2022,IPV_2023,IPV_2024,NOTA_ING_2022,NOTA_ING_2023,NOTA_ING_2024,NOTA_MAT_2022,NOTA_MAT_2023,NOTA_MAT_2024,NOTA_PORT_2022,NOTA_PORT_2023,NOTA_PORT_2024,PEDRA_2022,PEDRA_2023,PEDRA_2024,PONTO_VIRADA_2022,QTDE_AVAL_2022,QTDE_AVAL_2023,QTDE_AVAL_2024,REC_PSICO_2022,STATUS_ATIVO_2024,TURMA_2022,TURMA_2023,TURMA_2024
RA-1210,Aluno-1210,Feminino,2023,,,,,-1.0,0.0,,,,EE Donizetti Aparecido Leite Professor,,FASE 5,6L,,Fase 6 (2° EM),Fase 6 (2° EM),,9.6,9.585,,5.0,10.0,,4.7,5.5,,16.0,17.0,,9.4,10.0,,7.171083333,8.2302,,,Pública,Pública,7.8125,7.875,,5.0,7.51,,8.09,8.166,,7.0,5.0,,5.0,5.0,,2.0,6.5,,Ametista,Topázio,,,4.0,5.0,,Cursando,,5M,6L
RA-1211,Aluno-1211,Feminino,2023,,,,,-1.0,,,,,,,FASE 5,,,Fase 6 (2° EM),,,7.1,,,5.0,,,6.2,,,16.0,,,9.1,,,7.09205,,,,Pública,,7.8125,,,5.0,,,7.7125,,,7.8,,,6.3,,,4.5,,,Ametista,,,,4.0,,,,,5M,
RA-1212,Aluno-1212,Feminino,2023,,,,,-1.0,,,,,,,FASE 5,,,Fase 6 (2° EM),,,8.3,,,5.0,,,4.2,,,16.0,,,8.9,,,6.755358333,,,,Pública,,7.65625,,,5.0,,,7.715,,,9.0,,,0.0,,,3.5,,,Ágata,,,,4.0,,,,,5M,
RA-1213,Aluno-1213,Feminino,2023,,,,,-2.0,,,,,,,FASE 5,,,Fase 7 (3° EM),,,0.0,,,5.0,,,6.0,,,,,,8.4,,,5.95625,,,,Pública,,7.8125,,,2.52,,,7.715,,,6.5,,,6.7,,,4.8,,,Quartzo,,,,4.0,,,,,5M,
RA-1214,Aluno-1214,Masculino,2023,,,,,0.0,0.0,,,,EE Paschoal Carlos Magno,,FASE 6,7A,,Fase 6 (2° EM),Fase 7 (3° EM),,9.6,10.002,,10.0,10.0,,7.4,8.0,,16.0,17.0,,9.8,9.081527348,,8.378666667,8.5902971362,,,Pública,Pública,7.5,8.28125,,6.89,8.13,,7.6725,7.663333333,,9.3,10.0,,8.0,8.0,,5.0,6.0,,Topázio,Topázio,,,4.0,3.0,,Cursando,,6A,7A
RA-1215,Aluno-1215,Feminino,2023,,,,,0.0,,,,,,,FASE 6,,,Fase 6 (2° EM),,,7.1,,,10.0,,,4.1,,,16.0,,,5.6,,,6.339466667,,,,Pública,,7.5,,,5.0,,,7.1725,,,4.7,,,5.0,,,2.7,,,Ágata,,,,4.0,,,,,6A,
RA-1216,Aluno-1216,Feminino,2023,,,,,-2.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 6,8F,,Fase 8 (Universitários),Fase 8 (Universitários),,9.6,,,5.0,10.0,,7.9,,,19.0,20.0,,9.0,0.0,,7.7105,,,,Concluiu o 3º EM,Privada *Parcerias com Bolsa 100%,7.5,,,5.63,,,7.795,,,9.7,,,8.7,,,5.3,,,Ametista,,,,4.0,0.0,,Cursando,,6A,8F
RA-1217,Aluno-1217,Feminino,2023,,,,,-1.0,,,,,,,FASE 6,,,Fase 7 (3° EM),,,0.0,,,5.0,,,5.9,,,17.0,,,7.9,,,6.064625,,,,Pública,,7.65625,,,5.63,,,7.38,,,6.7,,,7.0,,,4.0,,,Ágata,,,,4.0,,,,,6L,
RA-1218,Aluno-1218,Masculino,2023,,,,,-1.0,,,,,,,FASE 6,,,Fase 7 (3° EM),,,7.5,,,5.0,,,5.3,,,17.0,,,9.2,,,6.8265,,,,Pública,,7.5,,,5.0,,,7.1325,,,5.7,,,6.7,,,3.5,,,Ágata,,,,4.0,,,,,6L,
RA-1219,Aluno-1219,Feminino,2023,,,,,0.0,,,,,,,FASE 6,,,Fase 6 (2° EM),,,8.8,,,10.0,,,6.3,,,,,,6.5,,,7.215141667,,,,Pública,,7.34375,,,5.63,,,7.38,,,6.3,,,7.2,,,5.5,,,Ametista,,,,4.0,,,,,6L,
RA-122,Aluno-122,Feminino,2019,74.0,818.0,14.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4,,,Fase 4 (9º ano),,,7.9,,,10.0,,,1.8,,,14.0,,,3.4,,,5.061,,,False,Escola Pública,,,,,7.5,,,4.958,,,0.0,,,1.7,,,3.7,,,Quartzo,,,False,4.0,,,Não atendido,,B,,
RA-1220,Aluno-1220,Feminino,2023,,,,,-1.0,-1.0,,,,Concluiu o 3º EM,,FASE 6,6L,,Fase 7 (3° EM),Fase 7 (3° EM),,0.0,7.083,,5.0,5.0,,6.8,7.666666666666667,,17.0,18.0,,9.0,8.555555555666666,,6.46725,7.143244444466667,,,Pública,Concluiu o 3º EM,7.8125,7.5,,5.0,6.885,,7.63,6.26,,6.3,7.0,,8.8,9.0,,5.3,7.0,,Ágata,Ametista,,,4.0,5.0,,Cursando,,6L,6L
RA-1221,Aluno-1221,Feminino,2023,,,,,-1.0,0.0,,,,Concluiu o 3º EM,,FASE 7,8F,,Fase 8 (Universitários),Fase 8 (Universitários),,9.2,,,5.0,10.0,,8.7,8.0,,22.0,23.0,,9.1,0.0,,8.027466667,,,,Concluiu o 3º EM,Concluiu o 3º EM,8.0,,,6.26,,,8.09,,,10.0,10.0,,8.2,7.0,,8.0,7.0,,Topázio,,,,4.0,0.0,,Cursando,,7A,8F
RA-1222,Aluno-1222,Feminino,2023,,,,,-1.0,,,,,,,FASE 7,,,Fase 8 (Universitários),,,7.1,,,5.0,,,6.8,,,,,,10.0,,,7.026466667,,,,Nenhuma das opções acima,,6.875,,,5.63,,,6.005,,,9.0,,,5.0,,,6.5,,,Ametista,,,,4.0,,,,,7A,
RA-1223,Aluno-1223,Masculino,2023,,,,,0.0,,,,,,,FASE 7,,,Fase 7 (3° EM),,,8.8,,,10.0,,,9.0,,,,,,9.3,,,8.187766667,,,,Pública,,6.875,,,5.0,,,7.2925,,,9.3,,,9.5,,,8.3,,,Topázio,,,,4.0,,,,,7A,
RA-1224,Aluno-1224,Masculino,2023,,,,,-1.0,0.0,,,,Concluiu o 3º EM,,FASE 7,8F,,Fase 8 (Universitários),Fase 8 (Universitários),,8.3,,,5.0,10.0,,8.0,,,,21.0,,9.4,0.0,,7.5524,,,,Concluiu o 3º EM,Concluiu o 3º EM,7.125,,,5.0,,,7.6325,,,9.5,,,8.2,,,6.3,,,Ametista,,,,4.0,0.0,,Cursando,,7A,8F
RA-1225,Aluno-1225,Feminino,2021,,,,,,0.0,,,,FGV,,,8F,,,Fase 8 (Universitários),,,,,,10.0,,,,,,19.0,,,0.0,,,,,,,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,,8F
RA-1225,Aluno-1225,Feminino,2023,,,,,-1.0,,,,,,,FASE 7,,,Fase 8 (Universitários),,,7.5,,,5.0,,,,,,18.0,,,,,,,,,,Concluiu o 3º EM,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,7E,
RA-1226,Aluno-1226,Feminino,2021,,,,,,0.0,,,,Colégio Poliedro - SP,,,7E,,,Fase 7 (3° EM),,,8.334,,,10.0,,,6.066666666666666,,,17.0,,,9.0,,,7.785233333333334,,,,Privada *Parcerias com Bolsa 100%,,7.5,,,6.885,,,7.5,,,6.0,,,6.0,,,6.2,,,Ametista,,,,0.0,,Cursando,,,7E
RA-1226,Aluno-1226,Feminino,2023,,,,,1.0,,,,,,,FASE 7,,,Fase 6 (2° EM),,,9.2,,,10.0,,,,,,,,,,,,,,,,Privada *Parcerias com Bolsa 100%,,,,,7.52,,,,,,,,,,,,,,,,,,,,,,,,7E,
RA-1227,Aluno-1227,Feminino,2021,,,,,,0.0,,,,Colégio Albert Einstein - SP,,,7E,,,Fase 7 (3° EM),,,8.751,,,10.0,,,0.0,,,17.0,,,0.0,,,4.8446,,,,Privada - Programa de Apadrinhamento,,7.5,,,7.195,,,7.5,,,0.0,,,0.0,,,0.0,,,Quartzo,,,,0.0,,Cursando,,,7E
RA-1227,Aluno-1227,Feminino,2023,,,,,1.0,,,,,,,FASE 7,,,Fase 6 (2° EM),,,9.2,,,10.0,,,,,,16.0,,,,,,,,,,Privada - Programa de Apadrinhamento,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,7E,
RA-1228,Aluno-1228,Feminino,2021,,,,,,0.0,,,,Colégio Albert Einstein - SP,,,7E,,,Fase 7 (3° EM),,,8.751,,,10.0,,,0.0,,,18.0,,,0.0,,,4.8761,,,,Privada - Programa de Apadrinhamento,,7.5,,,7.51,,,7.5,,,0.0,,,0.0,,,0.0,,,Quartzo,,,,0.0,,Cursando,,,7E
RA-1228,Aluno-1228,Feminino,2023,,,,,0.0,,,,,,,FASE 7,,,Fase 7 (3° EM),,,7.5,,,10.0,,,,,,17.0,,,,,,,,,,Privada - Programa de Apadrinhamento,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,7E,
RA-1229,Aluno-1229,Feminino,2021,,,,,,0.0,,,,Colégio Albert Einstein - SP,,,7E,,,Fase 7 (3° EM),,,9.168,,,10.0,,,0.0,,,17.0,,,0.0,,,4.8238,,,,Privada - Programa de Apadrinhamento,,7.5,,,6.57,,,7.5,,,0.0,,,0.0,,,0.0,,,Quartzo,,,,0.0,,Cursando,,,7E
RA-1229,Aluno-1229,Feminino,2023,,,,,1.0,,,,,,,FASE 7,,,Fase 6 (2° EM),,,8.3,,,10.0,,,,,,,,,,,,,,,,Privada - Programa de Apadrinhamento,,,,,7.52,,,,,,,,,,,,,,,,,,,,,,,,7E,
RA-123,Aluno-123,Masculino,2017,37.0,461.0,6.0,-2.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4,FASE 5,,Fase 6 (2º EM),Fase 7 (3° EM),,7.9,0.0,,5.0,5.0,,6.5,5.7,,16.0,17.0,,8.6,9.4,,7.084,6.068333333,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,6.875,,5.6,5.0,,7.292,6.8375,,5.9,6.7,,7.3,5.0,,6.3,5.3,,Ametista,Ágata,,False,4.0,4.0,,Requer avaliação,,B,5A,
RA-123,Aluno-123,Masculino,2021,,,,,,-1.0,,,,Colégio Arco Íris Evolução,,,6A,,,Fase 7 (3° EM),,,7.5,,,5.0,,,7.166666666666667,,,18.0,,,8.412698412666666,,,6.887248015866668,,,,Privada - Programa de Apadrinhamento,,6.71875,,,5.635,,,6.43,,,9.5,,,6.5,,,5.5,,,Ágata,,,,5.0,,Cursando,,,6A
RA-1230,Aluno-1230,Feminino,2021,,,,,1.0,0.0,,,,Colégio Albert Einstein - SP,,FASE 7,7E,,Fase 6 (2° EM),Fase 7 (3° EM),,0.0,7.917,,10.0,10.0,,,0.0,,16.0,17.0,,,0.0,,,4.7612000000000005,,,Privada - Programa de Apadrinhamento,Privada - Programa de Apadrinhamento,,7.5,,2.52,7.195,,,7.5,,,0.0,,,0.0,,,0.0,,,Quartzo,,,,0.0,,Cursando,,7E,7E
RA-1231,Aluno-1231,Masculino,2021,,,,,0.0,1.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,22.0,23.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,9
RA-1232,Aluno-1232,Masculino,2021,,,,,0.0,1.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,21.0,22.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,9
RA-1233,Aluno-1233,Feminino,2021,,,,,0.0,1.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,22.0,23.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,9
RA-1234,Aluno-1234,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8A,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,8A
RA-1235,Aluno-1235,Masculino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,21.0,22.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,9
RA-1236,Aluno-1236,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8A,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,21.0,22.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,8A
RA-1237,Aluno-1237,Feminino,2021,,,,,0.0,1.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,22.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,9
RA-1238,Aluno-1238,Feminino,2021,,,,,0.0,1.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,21.0,22.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8A,9
RA-1239,Aluno-1239,Feminino,2021,,,,,0.0,0.0,,,,Universidade Mackenzie,,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-124,Aluno-124,Masculino,2016,29.0,365.0,4.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4,,,Fase 4 (9º ano),,,7.9,,,10.0,,,6.7,,,14.0,,,7.8,,,7.388,,,False,Rede Decisão,,,,,5.0,,,7.167,,,7.5,,,5.7,,,7.0,,,Ametista,,,False,4.0,,,Requer avaliação,,B,,
RA-1240,Aluno-1240,Masculino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,20.0,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1241,Aluno-1241,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1242,Aluno-1242,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,19.0,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1243,Aluno-1243,Feminino,2021,,,,,0.0,,,,,,,FASE 8,,,Fase 8 (Universitários),,,,,,10.0,,,,,,,,,,,,,,,,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B,
RA-1244,Aluno-1244,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,20.0,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1245,Aluno-1245,Masculino,2021,,,,,0.0,0.0,,,,Universidade Anhembi Morumbi,,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1246,Aluno-1246,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,20.0,21.0,,,0.0,,,,,,Privada - Pagamento por *Empresa Parceira,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1247,Aluno-1247,Feminino,2021,,,,,0.0,,,,,,,FASE 8,,,Fase 8 (Universitários),,,,,,10.0,,,,,,21.0,,,,,,,,,,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B,
RA-1248,Aluno-1248,Masculino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,20.0,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1249,Aluno-1249,Masculino,2021,,,,,0.0,0.0,,,,Universidade Anhembi Morumbi,,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,27.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-125,Aluno-125,Feminino,2022,21.0,266.0,2.0,-1.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,João Friaza Colégio,4,FASE 5,6A,Fase 5 (1º EM),Fase 6 (2° EM),Fase 7 (3° EM),8.8,9.2,8.334,5.0,5.0,5.0,7.1,5.8,6.166666666666667,15.0,16.0,17.0,8.5,7.7,5.6428571430000005,7.619,6.989633333,6.627079761933334,True,Escola Pública,Privada,Privada,8.125,7.34375,7.5,5.0,7.51,7.75,7.835,7.232,9.2,8.2,8.5,5.0,3.3,3.0,7.2,5.8,7.0,Ametista,Ágata,Ágata,False,4.0,4.0,5.0,Não atendido,Cursando,B,5A,6A
RA-1250,Aluno-1250,Masculino,2021,,,,,0.0,0.0,,,,Universidade Cruzeiro do Sul,,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada - Pagamento por *Empresa Parceira,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1251,Aluno-1251,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8B,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,20.0,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,8B
RA-1252,Aluno-1252,Feminino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,22.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8B,9
RA-1253,Aluno-1253,Feminino,2021,,,,,0.0,0.0,,,,ESPM,,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,23.0,24.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1254,Aluno-1254,Masculino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,19.0,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,9
RA-1255,Aluno-1255,Masculino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1256,Aluno-1256,Feminino,2021,,,,,0.0,0.0,,,,ESPM,,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,18.0,19.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1257,Aluno-1257,Masculino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,18.0,19.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1258,Aluno-1258,Masculino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,24.0,25.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,9
RA-1259,Aluno-1259,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-126,Aluno-126,Masculino,2018,62.0,689.0,11.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4,,,Fase 5 (1º EM),,,7.1,,,5.0,,,4.4,,,15.0,,,5.8,,,6.289,,,True,Escola Pública,,,,,7.5,,,7.417,,,4.2,,,4.0,,,5.0,,,Ágata,,,False,4.0,,,Não atendido,,B,,
RA-1260,Aluno-1260,Masculino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,9
RA-1261,Aluno-1261,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1262,Aluno-1262,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,19.0,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1263,Aluno-1263,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1264,Aluno-1264,Feminino,2021,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1265,Aluno-1265,Masculino,2022,,,,,0.0,0.0,,,,Universidade Santo Amaro (UNISA),,FASE 8,8D,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,21.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Pública,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,8D
RA-1266,Aluno-1266,Feminino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,9
RA-1267,Aluno-1267,Feminino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,22.0,23.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,9
RA-1268,Aluno-1268,Masculino,2021,,,,,0.0,1.0,,,,Faculdade (FIAP),,FASE 8,9,,Fase 8 (Universitários),Fase 8 (Universitários),,,,,10.0,10.0,,,,,19.0,20.0,,,0.0,,,,,,Privada *Parcerias com Bolsa 100%,Privada,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Cursando,,8D,9
